"","L1...Terminal.Pathway","L2A","L2B","L2C","L2D","L2E","L2F","L2G"
"3715","TCA cycle IV (2-oxoglutarate decarboxylase)","Generation of Precursor Metabolites and Energy (240 instances)",NA,NA,NA,NA,NA,NA
"3716","TCA cycle V (2-oxoglutarate synthase)","Autotrophic CO2 Fixation (12 instances)","Generation of Precursor Metabolites and Energy (240 instances)",NA,NA,NA,NA,NA
"3717","TCA cycle VI (Helicobacter)","Generation of Precursor Metabolites and Energy (240 instances)",NA,NA,NA,NA,NA,NA
"3718","TCA cycle VII (acetate-producers)","Generation of Precursor Metabolites and Energy (240 instances)",NA,NA,NA,NA,NA,NA
"3719","TCA cycle VIII (Chlamydia)","Generation of Precursor Metabolites and Energy (240 instances)",NA,NA,NA,NA,NA,NA
"3720","tea aroma glycosidic precursor bioactivation","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"3721","Teichoic Acid Biosynthesis (7 instances)","Cell Structure Biosynthesis (104 instances)",NA,NA,NA,NA,NA,NA
"3722","teichuronic acid biosynthesis (B. subtilis 168)","Cell Structure Biosynthesis (104 instances)",NA,NA,NA,NA,NA,NA
"3723","tenellin biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"3724","terephthalate degradation","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"3725","terminal O-glycans residues modification (via type 2 precursor disaccharide)","Glycan Biosynthesis (99 instances)","Glycan Biosynthesis (99 instances)","Protein Modification (41 instances)",NA,NA,NA,NA
"3726","terminal olefins biosynthesis I","Olefin Biosynthesis (6 instances)",NA,NA,NA,NA,NA,NA
"3727","terminal olefins biosynthesis II","Olefin Biosynthesis (6 instances)",NA,NA,NA,NA,NA,NA
"3728","ternatin C3 biosynthesis","Flavonoid Biosynthesis (128 instances)",NA,NA,NA,NA,NA,NA
"3729","ternatin C5 biosynthesis","Flavonoid Biosynthesis (128 instances)",NA,NA,NA,NA,NA,NA
"3730","Terpenoid Alkaloid Biosynthesis (4 instances)","Nitrogen-Containing Secondary Compound Biosynthesis (122 instances)","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA
"3731","Terpenoid Biosynthesis (203 instances)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3732","Terpenoid Degradation (22 instances)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"3733","Terpenoid Phytoalexin Biosynthesis (10 instances)","Toxin Biosynthesis (205 instances)",NA,NA,NA,NA,NA,NA
"3734","Terpenophenolic Biosynthesis (7 instances)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3735","terpentecin biosynthesis","Toxin Biosynthesis (205 instances)",NA,NA,NA,NA,NA,NA
"3736","terrequinone A biosynthesis","Alkaloid Biosynthesis (89 instances)","Phenylpropanoid Derivative Biosynthesis (211 instances)",NA,NA,NA,NA,NA
"3737","testosterone and androsterone degradation to androstendione (aerobic)","Fatty Acid and Lipid Degradation (57 instances)",NA,NA,NA,NA,NA,NA
"3738","testosterone degradation (anaerobic)","Fatty Acid and Lipid Degradation (57 instances)",NA,NA,NA,NA,NA,NA
"3739","tetraacylsucrose biosynthesis (Solanum)","Sugar Derivative Biosynthesis (34 instances)",NA,NA,NA,NA,NA,NA
"3740","tetracenomycin C biosynthesis","Toxin Biosynthesis (205 instances)",NA,NA,NA,NA,NA,NA
"3741","tetrachloroethene degradation","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"3742","tetracycline and oxytetracycline biosynthesis","Toxin Biosynthesis (205 instances)",NA,NA,NA,NA,NA,NA
"3743","tetracycline resistance","Secondary Metabolite Degradation (127 instances)","Detoxification (65 instances)",NA,NA,NA,NA,NA
"3744","tetradecanoate biosynthesis (mitochondria)","Fatty Acid and Lipid Biosynthesis (224 instances)",NA,NA,NA,NA,NA,NA
"3745","tetrahydrofolate biosynthesis","Single Carbon Carrier Biosynthesis (23 instances)","Vitamin Biosynthesis (66 instances)",NA,NA,NA,NA,NA
"3746","tetrahydrofolate salvage from 5,10-methenyltetrahydrofolate","Single Carbon Carrier Biosynthesis (23 instances)","Vitamin Biosynthesis (66 instances)",NA,NA,NA,NA,NA
"3747","tetrahydromethanopterin biosynthesis","Carrier Biosynthesis (137 instances)",NA,NA,NA,NA,NA,NA
"3748","tetrahydromonapterin biosynthesis","Enzyme Cofactor Biosynthesis (137 instances)",NA,NA,NA,NA,NA,NA
"3749","tetrahydropteridine recycling","Cofactor, Carrier, and Vitamin Biosynthesis (258 instances)",NA,NA,NA,NA,NA,NA
"3750","Tetrahydropterin Biosynthesis (3 instances)","Cofactor, Carrier, and Vitamin Biosynthesis (258 instances)",NA,NA,NA,NA,NA,NA
"3751","tetrahydroxyxanthone biosynthesis (from 3-hydroxybenzoate)","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"3752","tetrahydroxyxanthone biosynthesis (from benzoate)","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"3753","tetramethylpyrazine degradation","Aromatic Compound Degradation (227 instances)",NA,NA,NA,NA,NA,NA
"3754","Tetrapyrrole Biosynthesis (39 instances)",NA,NA,NA,NA,NA,NA,NA
"3755","tetrapyrrole biosynthesis I (from glutamate)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3756","tetrapyrrole biosynthesis II (from glycine)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3757","Tetrapyrrole Degradation (10 instances)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"3758","Tetraterpenoid Biosynthesis (38 instances)","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"3759","Tetraterpenoid Degradation (0 instances)","Secondary Metabolite Degradation (127 instances)",NA,NA,NA,NA,NA,NA
"3760","tetrathionate oxidation","Sulfur Compound Metabolism (87 instances)","Aerobic Respiration (23 instances)",NA,NA,NA,NA,NA
"3761","Tetrathionate Oxidation (1 instances)","Respiration (65 instances)","Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA,NA
"3762","Tetrathionate Reduction (3 instances)","Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA,NA,NA
"3763","tetrathionate reduction I (to thiosulfate)","Generation of Precursor Metabolites and Energy (240 instances)","Sulfur Compound Metabolism (87 instances)",NA,NA,NA,NA,NA
"3764","tetrathionate reductiuon II (to trithionate)","Sulfur Compound Metabolism (87 instances)",NA,NA,NA,NA,NA,NA
"3765","thalianol and derivatives biosynthesis","Terpenoid Biosynthesis (203 instances)",NA,NA,NA,NA,NA,NA
"3766","the visual cycle (insects)","Vitamin A Biosynthesis (7 instances)",NA,NA,NA,NA,NA,NA
"3767","the visual cycle I (vertebrates)","Vitamin A Biosynthesis (7 instances)",NA,NA,NA,NA,NA,NA
"3768","the visual cycle II (molluscs)","Vitamin A Biosynthesis (7 instances)",NA,NA,NA,NA,NA,NA
"3769","theobromine biosynthesis I","Alkaloid Biosynthesis (89 instances)",NA,NA,NA,NA,NA,NA
"3770","theobromine biosynthesis II (via xanthine)","Alkaloid Biosynthesis (89 instances)",NA,NA,NA,NA,NA,NA
"3771","theophylline degradation","Nitrogen Containing Secondary Compound Degradation (23 instances)",NA,NA,NA,NA,NA,NA
"3772","Thiamine Biosynthesis (20 instances)","Cofactor, Carrier, and Vitamin Biosynthesis (258 instances)","Cofactor, Carrier, and Vitamin Biosynthesis (258 instances)",NA,NA,NA,NA,NA
"3773","Thiamine Diphosphate Biosynthesis (4 instances)","Enzyme Cofactor Biosynthesis (137 instances)","Vitamin Biosynthesis (66 instances)",NA,NA,NA,NA,NA
"3774","thiamine diphosphate biosynthesis I (E. coli)","Thiamine Biosynthesis (20 instances)","Thiamine Biosynthesis (20 instances)",NA,NA,NA,NA,NA
"3775","thiamine diphosphate biosynthesis II (Bacillus)","Thiamine Biosynthesis (20 instances)","Thiamine Biosynthesis (20 instances)",NA,NA,NA,NA,NA
"3776","thiamine diphosphate biosynthesis III (Staphylococcus)","Thiamine Biosynthesis (20 instances)","Thiamine Biosynthesis (20 instances)",NA,NA,NA,NA,NA
"3777","thiamine diphosphate biosynthesis IV (eukaryotes)","Thiamine Biosynthesis (20 instances)","Thiamine Biosynthesis (20 instances)",NA,NA,NA,NA,NA
"3778","thiamine Diphosphate Salvage (7 instances)","Enzyme Cofactor Biosynthesis (137 instances)","Vitamin Biosynthesis (66 instances)",NA,NA,NA,NA,NA
"3779","thiamine diphosphate salvage I","Thiamine Biosynthesis (20 instances)","Thiamine Biosynthesis (20 instances)",NA,NA,NA,NA,NA
"3780","thiamine diphosphate salvage II",NA,"Thiamine Biosynthesis (20 instances)","Thiamine Biosynthesis (20 instances)",NA,NA,NA,NA
"3781","thiamine diphosphate salvage III","Thiamine Biosynthesis (20 instances)","Thiamine Biosynthesis (20 instances)",NA,NA,NA,NA,NA
"3782","thiamine diphosphate salvage IV (yeast)","Thiamine Biosynthesis (20 instances)","Thiamine Biosynthesis (20 instances)",NA,NA,NA,NA,NA
"3783","thiamine phosphate formation from pyrithiamine and oxythiamine (yeast)","Thiamine Biosynthesis (20 instances)","Thiamine Biosynthesis (20 instances)",NA,NA,NA,NA,NA
"3784","thiamine triphosphate metabolism","Activation/Inactivation/Interconversion (53 instances)",NA,NA,NA,NA,NA,NA
"3785","Thiazole Biosynthesis (4 instances)","Enzyme Cofactor Biosynthesis (137 instances)","Vitamin Biosynthesis (66 instances)",NA,NA,NA,NA,NA
"3786","thiazole component of thiamine diphosphate biosynthesis I","Thiamine Biosynthesis (20 instances)","Thiamine Biosynthesis (20 instances)",NA,NA,NA,NA,NA
"3787","thiazole component of thiamine diphosphate biosynthesis II","Thiamine Biosynthesis (20 instances)","Thiamine Biosynthesis (20 instances)",NA,NA,NA,NA,NA
"3788","thiazole component of thiamine diphosphate biosynthesis III","Thiamine Biosynthesis (20 instances)","Thiamine Biosynthesis (20 instances)",NA,NA,NA,NA,NA
"3789","thiazole component of thiamine diphosphate biosynthesis IV","Thiamine Biosynthesis (20 instances)","Thiamine Biosynthesis (20 instances)",NA,NA,NA,NA,NA
"3790","thiocoraline biosynthesis","Toxin Biosynthesis (205 instances)",NA,NA,NA,NA,NA,NA
"3791","Thiocyanate Degradation (2 instances)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"3792","thiocyanate degradation I","Degradation/Utilization/Assimilation - Other (28 instances)",NA,NA,NA,NA,NA,NA
"3793","thiocyanate degradation II","Degradation/Utilization/Assimilation - Other (28 instances)",NA,NA,NA,NA,NA,NA
"3794","thioredoxin pathway","Electron Carrier Biosynthesis (99 instances)",NA,NA,NA,NA,NA,NA
"3795","Thiosulfate Disproportionation (5 instances)","Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA,NA,NA
"3796","thiosulfate disproportionation I (thiol-dependent)",NA,"Sulfur Compound Metabolism (87 instances)",NA,NA,NA,NA,NA
"3797","thiosulfate disproportionation II (cytochrome)",NA,"Sulfur Compound Metabolism (87 instances)",NA,NA,NA,NA,NA
"3798","thiosulfate disproportionation III (quinone)",NA,"Sulfur Compound Metabolism (87 instances)",NA,NA,NA,NA,NA
"3799","thiosulfate disproportionation IV (rhodanese)","Sulfur Compound Metabolism (87 instances)",NA,NA,NA,NA,NA,NA
"3800","Thiosulfate Oxidation (4 instances)","Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA,NA,NA
"3801","thiosulfate oxidation I (to tetrathionate)","Respiration (65 instances)","Sulfur Compound Metabolism (87 instances)",NA,NA,NA,NA,NA
"3802","thiosulfate oxidation II (via tetrathionate)","Respiration (65 instances)","Sulfur Compound Metabolism (87 instances)",NA,NA,NA,NA,NA
"3803","thiosulfate oxidation III (multienzyme complex)","Sulfur Compound Metabolism (87 instances)",NA,NA,NA,NA,NA,NA
"3804","thiosulfate oxidation IV (multienzyme complex)","Sulfur Compound Metabolism (87 instances)",NA,NA,NA,NA,NA,NA
"3805","threo-tetrahydrobiopterin biosynthesis","Enzyme Cofactor Biosynthesis (137 instances)",NA,NA,NA,NA,NA,NA
"3806","thymine degradation","Pyrimidine Nucleotide Degradation (13 instances)",NA,NA,NA,NA,NA,NA
"3807","thyroid hormone biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"3808","Thyroid Hormone Metabolism (2 instances)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"3809","thyroid hormone metabolism I (via deiodination)","Hormone Degradation (20 instances)",NA,NA,NA,NA,NA,NA
"3810","thyroid hormone metabolism II (via conjugation and/or degradation)","Hormone Degradation (20 instances)",NA,NA,NA,NA,NA,NA
"3811","thyronamine and iodothyronamine metabolism","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"3812","Toluene Degradation (14 instances)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"3813","toluene degradation I (aerobic) (via o-cresol)",NA,"Aromatic Compound Degradation (227 instances)",NA,NA,NA,NA,NA
"3814","toluene degradation II (aerobic) (via 4-methylcatechol)","Aromatic Compound Degradation (227 instances)",NA,NA,NA,NA,NA,NA
"3815","toluene degradation III (aerobic) (via p-cresol)",NA,"Aromatic Compound Degradation (227 instances)",NA,NA,NA,NA,NA
"3816","toluene degradation IV (aerobic) (via catechol)",NA,"Aromatic Compound Degradation (227 instances)",NA,NA,NA,NA,NA
"3817","toluene degradation to 2-hydroxypentadienoate (via toluene-cis-diol)","Aromatic Compound Degradation (227 instances)",NA,NA,NA,NA,NA,NA
"3818","toluene degradation to 2-hydroxypentadienoate I (via o-cresol)","Aromatic Compound Degradation (227 instances)",NA,NA,NA,NA,NA,NA
"3819","toluene degradation to 4-methylphenol","Aromatic Compound Degradation (227 instances)",NA,NA,NA,NA,NA,NA
"3820","toluene degradation to benzoate","Aromatic Compound Degradation (227 instances)",NA,NA,NA,NA,NA,NA
"3821","toluene degradation to benzoyl-CoA (anaerobic)","Aromatic Compound Degradation (227 instances)",NA,NA,NA,NA,NA,NA
"3822","toluene degradation V (aerobic) (via toluene-cis-diol)",NA,"Aromatic Compound Degradation (227 instances)",NA,NA,NA,NA,NA
"3823","toluene degradation VI (anaerobic)",NA,"Aromatic Compound Degradation (227 instances)",NA,NA,NA,NA,NA
"3824","Toxin Biosynthesis (205 instances)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3825","toxoflavin biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"3826","toyocamycin biosynthesis","Toxin Biosynthesis (205 instances)",NA,NA,NA,NA,NA,NA
"3827","trans-3-hydroxy-L-proline degradation","Other Amino Acid Degradation (14 instances)",NA,NA,NA,NA,NA,NA
"3828","trans-4-hydroxy-L-proline degradation I","Other Amino Acid Degradation (14 instances)",NA,NA,NA,NA,NA,NA
"3829","trans-4-hydroxy-L-proline degradation II","Other Amino Acid Degradation (14 instances)",NA,NA,NA,NA,NA,NA
"3830","trans-caffeate degradation (aerobic)","Phenolic Compound Degradation (27 instances)","Secondary Metabolite Degradation (127 instances)",NA,NA,NA,NA,NA
"3831","trans-lycopene biosynthesis I","C40 Carotenoid Biosynthesis (37 instances)","C40 Carotenoid Biosynthesis (37 instances)",NA,NA,NA,NA,NA
"3832","trans-lycopene biosynthesis II (oxygenic phototrophs and green sulfur bacteria)","C40 Carotenoid Biosynthesis (37 instances)","C40 Carotenoid Biosynthesis (37 instances)",NA,NA,NA,NA,NA
"3833","trans-zeatin biosynthesis","Plant Hormone Biosynthesis (37 instances)",NA,NA,NA,NA,NA,NA
"3834","trans, trans-farnesyl diphosphate biosynthesis","All-trans Polyprenyl Biosynthesis (13 instances)",NA,NA,NA,NA,NA,NA
"3835","Transport (1 instances)",NA,NA,NA,NA,NA,NA,NA
"3836","traumatin and (Z)-3-hexen-1-yl acetate biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"3837","Trehalose Biosynthesis (7 instances)","Metabolic Regulator Biosynthesis (36 instances)","Carbohydrate Biosynthesis (228 instances)",NA,NA,NA,NA,NA
"3838","trehalose biosynthesis I","Sugar Biosynthesis (107 instances)","Organic Solute Biosynthesis (25 instances)",NA,NA,NA,NA,NA
"3839","trehalose biosynthesis II","Sugar Biosynthesis (107 instances)","Organic Solute Biosynthesis (25 instances)",NA,NA,NA,NA,NA
"3840","trehalose biosynthesis III","Sugar Biosynthesis (107 instances)","Organic Solute Biosynthesis (25 instances)",NA,NA,NA,NA,NA
"3841","trehalose biosynthesis IV","Sugar Biosynthesis (107 instances)","Organic Solute Biosynthesis (25 instances)",NA,NA,NA,NA,NA
"3842","trehalose biosynthesis V","Sugar Biosynthesis (107 instances)","Organic Solute Biosynthesis (25 instances)",NA,NA,NA,NA,NA
"3843","trehalose biosynthesis VI","Sugar Biosynthesis (107 instances)","Organic Solute Biosynthesis (25 instances)",NA,NA,NA,NA,NA
"3844","trehalose biosynthesis VII","Sugar Biosynthesis (107 instances)","Organic Solute Biosynthesis (25 instances)",NA,NA,NA,NA,NA
"3845","Trehalose Degradation (6 instances)","Carbohydrate Degradation (134 instances)",NA,NA,NA,NA,NA,NA
"3846","trehalose degradation I (low osmolarity)","Sugar Degradation (77 instances)",NA,NA,NA,NA,NA,NA
"3847","trehalose degradation II (cytosolic)","Sugar Degradation (77 instances)",NA,NA,NA,NA,NA,NA
"3848","trehalose degradation III","Sugar Degradation (77 instances)",NA,NA,NA,NA,NA,NA
"3849","trehalose degradation IV","Sugar Degradation (77 instances)",NA,NA,NA,NA,NA,NA
"3850","trehalose degradation V","Sugar Degradation (77 instances)",NA,NA,NA,NA,NA,NA
"3851","trehalose degradation VI (periplasmic)","Sugar Degradation (77 instances)",NA,NA,NA,NA,NA,NA
"3852","triacylglycerol degradation","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"3853","triacylsucrose biosynthesis (Solanum)","Sugar Derivative Biosynthesis (34 instances)",NA,NA,NA,NA,NA,NA
"3854","tricetin methylation","Flavonoid Biosynthesis (128 instances)",NA,NA,NA,NA,NA,NA
"3855","trichloroethene degradation","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"3856","trichome monoterpenes biosynthesis","Terpenoid Biosynthesis (203 instances)",NA,NA,NA,NA,NA,NA
"3857","tricin biosynthesis","Flavonoid Biosynthesis (128 instances)",NA,NA,NA,NA,NA,NA
"3858","triclosan resistance","Detoxification (65 instances)",NA,NA,NA,NA,NA,NA
"3859","Tricothecene Biosynthesis (5 instances)","Terpenoid Biosynthesis (203 instances)","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA
"3860","tridecaprenyl diphosphate biosynthesis","Polyprenyl Biosynthesis (18 instances)",NA,NA,NA,NA,NA,NA
"3861","triethylamine degradation","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"3862","trigonelline biosynthesis","Alkaloid Biosynthesis (89 instances)",NA,NA,NA,NA,NA,NA
"3863","trimethylamine degradation","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"3864","trimethylamine N-oxide biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3865","Triterpenoid Biosynthesis (32 instances)","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
