"","L1...Terminal.Pathway","L2A","L2B","L2C","L2D","L2E","L2F","L2G"
"3369","streptozotocin biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"3370","strychnine biosynthesis","Nitrogen-Containing Secondary Compound Biosynthesis (122 instances)","Nitrogen-Containing Secondary Compound Biosynthesis (122 instances)","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA
"3371","styrene degradation",NA,NA,NA,NA,NA,NA,NA
"3372","suberin monomers biosynthesis",NA,"Biosynthesis (1993 instances)",NA,NA,NA,NA,NA
"3373","Succinate Degradation (1 instances)",NA,NA,NA,NA,NA,NA,NA
"3374","succinate fermentation to butanoate","Fermentation (81 instances)",NA,NA,NA,NA,NA,NA
"3375","succinate to chytochrome c oxidase via cytochrome c6","Generation of Precursor Metabolites and Energy (240 instances)",NA,NA,NA,NA,NA,NA
"3376","succinate to cytochrome bd oxidase electron transfer","Generation of Precursor Metabolites and Energy (240 instances)",NA,NA,NA,NA,NA,NA
"3377","succinate to cytochrome bo oxidase electron transfer","Generation of Precursor Metabolites and Energy (240 instances)",NA,NA,NA,NA,NA,NA
"3378","succinate to cytochrome c oxidase via plastocyanin","Generation of Precursor Metabolites and Energy (240 instances)",NA,NA,NA,NA,NA,NA
"3379","succinate to plastoquinol oxidase","Generation of Precursor Metabolites and Energy (240 instances)",NA,NA,NA,NA,NA,NA
"3380","succinoglycan biosynthesis","Carbohydrate Biosynthesis (228 instances)","Biosynthesis (1993 instances)","Glycan Pathways (121 instances)",NA,NA,NA,NA
"3381","Sucrose Biosynthesis (3 instances)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3382","sucrose biosynthesis I (from photosynthesis)","Carbohydrate Biosynthesis (228 instances)",NA,NA,NA,NA,NA,NA
"3383","sucrose biosynthesis II","Carbohydrate Biosynthesis (228 instances)",NA,NA,NA,NA,NA,NA
"3384","sucrose biosynthesis III","Carbohydrate Biosynthesis (228 instances)",NA,NA,NA,NA,NA,NA
"3385","Sucrose Degradation (7 instances)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"3386","sucrose degradation I (sucrose phosphotransferase)","Carbohydrate Degradation (134 instances)",NA,NA,NA,NA,NA,NA
"3387","sucrose degradation II (sucrose synthase)","Carbohydrate Degradation (134 instances)",NA,NA,NA,NA,NA,NA
"3388","sucrose degradation III (sucrose invertase)","Carbohydrate Degradation (134 instances)",NA,NA,NA,NA,NA,NA
"3389","sucrose degradation IV (sucrose phosphorylase)","Carbohydrate Degradation (134 instances)",NA,NA,NA,NA,NA,NA
"3390","sucrose degradation V (sucrose alpha-glucosidase)","Carbohydrate Degradation (134 instances)",NA,NA,NA,NA,NA,NA
"3391","sucrose degradation VII (sucrose 3-dehydrogenase)","Carbohydrate Degradation (134 instances)",NA,NA,NA,NA,NA,NA
"3392","Sugar Acid Degradation (19 instances)",NA,"Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA
"3393","Sugar Alcohol Biosynthesis (22 instances)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3394","Sugar Alcohol Degradation (20 instances)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"3395","Sugar Biosynthesis (107 instances)",NA,NA,NA,NA,NA,NA,NA
"3396","Sugar Degradation (77 instances)",NA,NA,NA,NA,NA,NA,NA
"3397","Sugar Derivative Biosynthesis (34 instances)",NA,NA,NA,NA,NA,NA,NA
"3398","Sugar Derivative Degradation (56 instances)",NA,NA,NA,NA,NA,NA,NA
"3399","Sugar Nucleotide Biosynthesis (92 instances)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3400","Sugar Phosphate Biosynthesis (1 instances)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3401","sulfate activation for sulfonation",NA,"Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA
"3402","Sulfide Oxidation (7 instances)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"3403","sulfide oxidation I (to sulfur globules)",NA,"Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA,NA
"3404","sulfide oxidation II (flavocytochrome c)","Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA,NA,NA
"3405","sulfide oxidation III (to sulfite)",NA,"Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA,NA
"3406","sulfide oxidation IV (mitochondria)","Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA,NA,NA
"3407","Sulfite Oxidation (7 instances)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"3408","sulfite oxidation I",NA,"Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA,NA
"3409","sulfite oxidation II","Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA,NA,NA
"3410","sulfite oxidation III","Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA,NA,NA
"3411","sulfite oxidation IV (sulfite oxidase)","Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA,NA,NA
"3412","sulfite oxidation V (SoeABC)",NA,"Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA,NA
"3413","Sulfoacetaldehyde Degradation (4 instances)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"3414","sulfoacetaldehyde degradation I","Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA,NA,NA
"3415","sulfoacetaldehyde degradation II","Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA,NA,NA
"3416","sulfoacetaldehyde degradation III","Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA,NA,NA
"3417","sulfoacetaldehyde degradation IV","Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA,NA,NA
"3418","sulfoacetate degradation","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"3419","Sulfoaromatic Compound Degradation (5 instances)",NA,NA,NA,NA,NA,NA,NA
"3420","Sulfolactate Degradation (4 instances)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"3421","sulfolactate degradation I","Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA,NA,NA
"3422","sulfolactate degradation II","Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA,NA,NA
"3423","sulfolactate degradation III","Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA,NA,NA
"3424","Sulfoquinovose Degradation (3 instances)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"3425","sulfoquinovose degradation I","Secondary Metabolite Degradation (127 instances)",NA,NA,NA,NA,NA,NA
"3426","sulfoquinovose degradation II","Secondary Metabolite Degradation (127 instances)",NA,NA,NA,NA,NA,NA
"3427","sulfoquinovose degradation III","Secondary Metabolite Degradation (127 instances)",NA,NA,NA,NA,NA,NA
"3428","sulfoquinovosyl diacylglycerol biosynthesis",NA,NA,NA,NA,NA,NA,NA
"3429","Sulfur-Containing Secondary Compound Biosynthesis (13 instances)",NA,NA,NA,NA,NA,NA,NA
"3430","Sulfur Compound Metabolism (87 instances)",NA,NA,NA,NA,NA,NA,NA
"3431","Sulfur Disproportionation (3 instances)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"3432","sulfur disproportionation I (anaerobic)",NA,"Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA,NA
"3433","sulfur disproportionation II (aerobic)",NA,"Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA,NA
"3434","Sulfur Oxidation (4 instances)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"3435","sulfur oxidation I (aerobic)",NA,"Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA,NA
"3436","sulfur oxidation II (Fe+3-dependent)",NA,"Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA,NA
"3437","sulfur oxidation IV (intracellular sulfur)","Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA,NA,NA
"3438","Sulfur Reduction (3 instances)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"3439","sulfur reduction I","Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA,NA,NA
"3440","sulfur reduction II (via polysulfide)","Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA,NA,NA
"3441","sulfur reduction III","Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA,NA,NA
"3442","sulfur volatiles biosynthesis",NA,"Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA
"3443","superoxide radicals degradation",NA,NA,NA,NA,NA,NA,NA
"3444","superpathway of (Kdo)2-lipid A biosynthesis",NA,"Biosynthesis (1993 instances)",NA,NA,NA,NA,NA
"3445","superpathway of (R,R)-butanediol biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3446","superpathway of 1D-myo-inositol hexakisphosphate biosynthesis (plants)","Sugar Alcohol Biosynthesis (22 instances)",NA,NA,NA,NA,NA,NA
"3447","superpathway of 2,3-butanediol biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3448","superpathway of 4-aminobutanoate degradation","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"3449","superpathway of 5-aminoimidazole ribonucleotide biosynthesis","Nucleoside and Nucleotide Biosynthesis (57 instances)",NA,NA,NA,NA,NA,NA
"3450","superpathway of acetate utilization and formation",NA,NA,NA,NA,NA,NA,NA
"3451","superpathway of acrylonitrile degradation","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"3452","superpathway of acylsucrose biosynthesis (cultivated tomato)","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"3453","superpathway of acylsucrose biosynthesis (wild tomato)","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"3454","superpathway of adenosine nucleotides de novo biosynthesis I","Nucleoside and Nucleotide Biosynthesis (57 instances)",NA,NA,NA,NA,NA,NA
"3455","superpathway of adenosine nucleotides de novo biosynthesis II","Nucleoside and Nucleotide Biosynthesis (57 instances)",NA,NA,NA,NA,NA,NA
"3456","superpathway of adenosylcobalamin salvage from cobinamide I","Cobamide Biosynthesis (28 instances)",NA,NA,NA,NA,NA,NA
"3457","superpathway of adenosylcobalamin salvage from cobinamide II","Cobamide Biosynthesis (28 instances)",NA,NA,NA,NA,NA,NA
"3458","superpathway of aerobic toluene degradation",NA,"Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA
"3459","superpathway of aflatoxin biosynthesis",NA,NA,NA,NA,NA,NA,NA
"3460","superpathway of allantoin degradation in plants","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"3461","superpathway of allantoin degradation in yeast","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"3462","superpathway of Allium flavor precursors","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3463","superpathway of ammonia assimilation (plants)","Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA,NA,NA
"3464","superpathway of anaerobic energy metabolism (invertebrates)",NA,NA,NA,NA,NA,NA,NA
"3465","superpathway of anaerobic sucrose degradation","Carbohydrate Degradation (134 instances)",NA,NA,NA,NA,NA,NA
"3466","superpathway of anthocyanin biosynthesis (from cyanidin and cyanidin 3-O-glucoside)","Phenylpropanoid Derivative Biosynthesis (211 instances)",NA,NA,NA,NA,NA,NA
"3467","superpathway of anthocyanin biosynthesis (from delphinidin 3-O-glucoside)","Phenylpropanoid Derivative Biosynthesis (211 instances)",NA,NA,NA,NA,NA,NA
"3468","superpathway of anthocyanin biosynthesis (from pelargonidin 3-O-glucoside)","Phenylpropanoid Derivative Biosynthesis (211 instances)",NA,NA,NA,NA,NA,NA
"3469","superpathway of arginine and polyamine biosynthesis",NA,NA,NA,NA,NA,NA,NA
"3470","superpathway of aromatic amino acid biosynthesis",NA,NA,NA,NA,NA,NA,NA
"3471","superpathway of aromatic compound degradation via 2-hydroxypentadienoate",NA,NA,NA,NA,NA,NA,NA
"3472","superpathway of aromatic compound degradation via 3-oxoadipate",NA,NA,NA,NA,NA,NA,NA
"3473","superpathway of atrazine degradation","Aromatic Compound Degradation (227 instances)",NA,NA,NA,NA,NA,NA
"3474","superpathway of avenacin A biosynthesis",NA,"Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA
"3475","superpathway of bacteriochlorophyll a biosynthesis","Porphyrin Compound Biosynthesis (37 instances)",NA,NA,NA,NA,NA,NA
"3476","superpathway of benzoxazinoid glucosides biosynthesis",NA,NA,NA,NA,NA,NA,NA
"3477","superpathway of beta-D-glucuronosides degradation","Carboxylate Degradation (101 instances)","Sugar Derivative Degradation (56 instances)",NA,NA,NA,NA,NA
"3478","superpathway of betalain biosynthesis","Nitrogen-Containing Secondary Compound Biosynthesis (122 instances)",NA,NA,NA,NA,NA,NA
"3479","superpathway of bitter acids biosynthesis",NA,NA,"Biosynthesis (1993 instances)",NA,NA,NA,NA
"3480","superpathway of branched chain amino acid biosynthesis",NA,NA,NA,NA,NA,NA,NA
"3481","superpathway of butirocin biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"3482","superpathway of C1 compounds oxidation to CO2",NA,NA,NA,NA,NA,NA,NA
"3483","superpathway of C28 brassinosteroid biosynthesis",NA,NA,NA,NA,NA,NA,NA
"3484","superpathway of candicidin biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"3485","superpathway of carotenoid biosynthesis in plants","Terpenoid Biosynthesis (203 instances)","Terpenoid Biosynthesis (203 instances)",NA,NA,NA,NA,NA
"3486","superpathway of CDP-glucose-derived O-antigen building blocks biosynthesis","Sugar Biosynthesis (107 instances)",NA,NA,NA,NA,NA,NA
"3487","superpathway of cholesterol biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3488","superpathway of cholesterol degradation I (cholesterol oxidase)","Fatty Acid and Lipid Degradation (57 instances)",NA,NA,NA,NA,NA,NA
"3489","superpathway of cholesterol degradation II (cholesterol dehydrogenase)","Fatty Acid and Lipid Degradation (57 instances)",NA,NA,NA,NA,NA,NA
"3490","superpathway of cholesterol degradation III (oxidase)","Fatty Acid and Lipid Degradation (57 instances)",NA,NA,NA,NA,NA,NA
"3491","superpathway of choline biosynthesis",NA,NA,NA,NA,NA,NA,NA
"3492","superpathway of chondroitin sulfate biosynthesis","Glycan Biosynthesis (99 instances)","Carbohydrate Biosynthesis (228 instances)","Glycan Biosynthesis (99 instances)",NA,NA,NA,NA
"3493","superpathway of chorismate metabolism",NA,NA,NA,NA,NA,NA,NA
"3494","superpathway of Clostridium acetobutylicum acidogenic and solventogenic fermentation","Generation of Precursor Metabolites and Energy (240 instances)",NA,NA,NA,NA,NA,NA
"3495","superpathway of Clostridium acetobutylicum acidogenic fermentation","Generation of Precursor Metabolites and Energy (240 instances)",NA,NA,NA,NA,NA,NA
"3496","superpathway of Clostridium acetobutylicum solventogenic fermentation","Generation of Precursor Metabolites and Energy (240 instances)",NA,NA,NA,NA,NA,NA
"3497","superpathway of CMP-sialic acids biosynthesis","Sugar Biosynthesis (107 instances)",NA,NA,NA,NA,NA,NA
"3498","superpathway of coenzyme A biosynthesis I (bacteria)","Cofactor, Carrier, and Vitamin Biosynthesis (258 instances)",NA,"Biosynthesis (1993 instances)",NA,NA,NA,NA
"3499","superpathway of coenzyme A biosynthesis II (plants)","Cofactor, Carrier, and Vitamin Biosynthesis (258 instances)",NA,NA,NA,NA,NA,NA
"3500","superpathway of coenzyme A biosynthesis III (mammals)","Cofactor, Carrier, and Vitamin Biosynthesis (258 instances)",NA,NA,NA,NA,NA,NA
"3501","superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle",NA,NA,NA,NA,NA,NA,NA
"3502","superpathway of D-glucarate and D-galactarate degradation",NA,NA,NA,NA,NA,NA,NA
"3503","superpathway of D-myo-inositol (1,4,5)-trisphosphate metabolism","Sugar Derivative Biosynthesis (34 instances)",NA,NA,NA,NA,NA,NA
"3504","superpathway of demethylmenaquinol-6 biosynthesis I","Quinol and Quinone Biosynthesis (57 instances)",NA,NA,NA,NA,NA,NA
"3505","superpathway of demethylmenaquinol-6 biosynthesis II","Quinol and Quinone Biosynthesis (57 instances)",NA,NA,NA,NA,NA,NA
"3506","superpathway of demethylmenaquinol-8 biosynthesis I","Quinol and Quinone Biosynthesis (57 instances)",NA,NA,NA,NA,NA,NA
"3507","superpathway of demethylmenaquinol-9 biosynthesis","Electron Carrier Biosynthesis (99 instances)",NA,NA,NA,NA,NA,NA
"3508","superpathway of dermatan sulfate biosynthesis","Glycan Biosynthesis (99 instances)","Carbohydrate Biosynthesis (228 instances)","Glycan Biosynthesis (99 instances)",NA,NA,NA,NA
"3509","superpathway of dimethylsulfone degradation","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"3510","superpathway of dimethylsulfoniopropanoate degradation","Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA,NA,NA
"3511","superpathway of diterpene resin acids biosynthesis","Terpenoid Biosynthesis (203 instances)",NA,NA,NA,NA,NA,NA
"3512","superpathway of dTDP-glucose-derived antibiotic building blocks biosynthesis","Sugar Biosynthesis (107 instances)",NA,NA,NA,NA,NA,NA
"3513","superpathway of dTDP-glucose-derived O-antigen building blocks biosynthesis","Sugar Biosynthesis (107 instances)",NA,NA,NA,NA,NA,NA
"3514","superpathway of enterobacterial common antigen biosynthesis","Carbohydrate Biosynthesis (228 instances)","Biosynthesis (1993 instances)","Glycan Pathways (121 instances)",NA,NA,NA,NA
"3515","superpathway of ergosterol biosynthesis I","Fatty Acid and Lipid Biosynthesis (224 instances)",NA,NA,NA,NA,NA,NA
"3516","superpathway of ergosterol biosynthesis II","Fatty Acid and Lipid Biosynthesis (224 instances)",NA,NA,NA,NA,NA,NA
"3517","superpathway of ergotamine biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"3518","superpathway of erythromycin biosynthesis","Toxin Biosynthesis (205 instances)",NA,NA,NA,NA,NA,NA
"3519","superpathway of erythromycin biosynthesis (without sugar biosynthesis)","Toxin Biosynthesis (205 instances)",NA,NA,NA,NA,NA,NA
"3520","superpathway of fatty acid biosynthesis I (E. coli)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3521","superpathway of fatty acid biosynthesis II (plant)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3522","superpathway of fatty acid biosynthesis initiation (E. coli)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3523","superpathway of fatty acids biosynthesis (E. coli)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"3524","superpathway of fermentation (Chlamydomonas reinhardtii)","Generation of Precursor Metabolites and Energy (240 instances)",NA,NA,NA,NA,NA,NA
"3525","superpathway of flavones and derivatives biosynthesis",NA,NA,NA,NA,NA,NA,NA
"3526","superpathway of formononetin derivative biosynthesis",NA,NA,NA,NA,NA,NA,NA
"3527","superpathway of fucose and rhamnose degradation",NA,NA,NA,NA,NA,NA,NA
"3528","superpathway of fumitremorgin biosynthesis",NA,NA,NA,NA,NA,NA,NA
"3529","superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis","Sugar Biosynthesis (107 instances)",NA,NA,NA,NA,NA,NA
"3530","superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)","Secondary Metabolite Biosynthesis (911 instances)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA
"3531","superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)","Secondary Metabolite Biosynthesis (911 instances)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA
"3532","superpathway of gibberellin biosynthesis","Hormone Biosynthesis (68 instances)","Terpenoid Biosynthesis (203 instances)",NA,NA,NA,NA,NA
"3533","superpathway of gibberellin GA12 biosynthesis","Hormone Biosynthesis (68 instances)","Terpenoid Biosynthesis (203 instances)",NA,NA,NA,NA,NA
