feature,Enzyme_name,Description,Pathway_ID,Pathway_Name,L2 (Superpathway)
K09021,rutC,aminoacrylate peracid reductase,ko00240,Pyrimidine metabolism,Nucleotide Metabolism
K09023,rutD,aminoacrylate hydrolase [EC:3.5.1.-],ko00240,Pyrimidine metabolism,Nucleotide Metabolism
K09024,rutF,flavin reductase [EC:1.5.1.-],ko00240,Pyrimidine metabolism,Nucleotide Metabolism
K09065,argF,N-acetylornithine carbamoyltransferase [EC:2.1.3.9],ko00330,Arginine and proline metabolism,Amino Acid Metabolism
K09251,E2.6.1.82,putrescine aminotransferase [EC:2.6.1.82],ko00330,Arginine and proline metabolism,Amino Acid Metabolism
K09457,queF,7-cyano-7-deazaguanine reductase [EC:1.7.1.13],ko00790,Folate biosynthesis,Metabolism of Cofactors and Vitamins
K09458,fabF,3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179],ko00061,Fatty acid biosynthesis,Lipid Metabolism
K09458,fabF,3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179],ko00780,Biotin metabolism,Metabolism of Cofactors and Vitamins
K09458,fabF,3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179],ko01212,Fatty acid metabolism,Lipid Metabolism
K09459,E4.1.1.82,phosphonopyruvate decarboxylase [EC:4.1.1.82],ko00440,Phosphonate and phosphinate metabolism,Metabolism of Other Amino Acids
K09461,E1.14.13.40,anthraniloyl-CoA monooxygenase [EC:1.14.13.40],ko00627,Aminobenzoate degradation,Xenobiotics Biodegradation and Metabolism
K09470,puuA,gamma-glutamylputrescine synthase [EC:6.3.1.11],ko00330,Arginine and proline metabolism,Amino Acid Metabolism
K09471,"puuB, ordL",gamma-glutamylputrescine oxidase [EC:1.4.3.-],ko00330,Arginine and proline metabolism,Amino Acid Metabolism
K09472,"puuC, aldH",gamma-glutamyl-gamma-aminobutyraldehyde dehydrogenase [EC:1.2.1.-],ko00330,Arginine and proline metabolism,Amino Acid Metabolism
K09473,puuD,gamma-glutamyl-gamma-aminobutyrate hydrolase [EC:3.5.1.94],ko00330,Arginine and proline metabolism,Amino Acid Metabolism
K09474,phoN,acid phosphatase (class A) [EC:3.1.3.2],ko00627,Aminobenzoate degradation,Xenobiotics Biodegradation and Metabolism
K09474,phoN,acid phosphatase (class A) [EC:3.1.3.2],ko00740,Riboflavin metabolism,Metabolism of Cofactors and Vitamins
K09474,phoN,acid phosphatase (class A) [EC:3.1.3.2],ko02020,Two-component system,Signal Transduction
K09475,ompC,outer membrane pore protein C,ko01501,beta-Lactam resistance,Biosynthesis of Other Secondary Metabolites
K09475,ompC,outer membrane pore protein C,ko02020,Two-component system,Signal Transduction
K09476,ompF,outer membrane pore protein F,ko01501,beta-Lactam resistance,Biosynthesis of Other Secondary Metabolites
K09476,ompF,outer membrane pore protein F,ko02020,Two-component system,Signal Transduction
K09477,citT,citrate:succinate antiporter,ko02020,Two-component system,Signal Transduction
K09478,ACADSB,short/branched chain acyl-CoA dehydrogenase [EC:1.3.99.12],ko00071,Fatty acid degradation,Lipid Metabolism
K09478,ACADSB,short/branched chain acyl-CoA dehydrogenase [EC:1.3.99.12],ko00280,"Valine, leucine and isoleucine degradation",Amino Acid Metabolism
K09478,ACADSB,short/branched chain acyl-CoA dehydrogenase [EC:1.3.99.12],ko01212,Fatty acid metabolism,Lipid Metabolism
K09479,ACADVL,very long chain acyl-CoA dehydrogenase [EC:1.3.8.9],ko00071,Fatty acid degradation,Lipid Metabolism
K09479,ACADVL,very long chain acyl-CoA dehydrogenase [EC:1.3.8.9],ko01212,Fatty acid metabolism,Lipid Metabolism
K09482,gatD,glutamyl-tRNA(Gln) amidotransferase subunit D [EC:6.3.5.7],ko00970,Aminoacyl-tRNA biosynthesis,Translation
K09483,quiC,3-dehydroshikimate dehydratase [EC:4.2.1.118],ko00400,"Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism
K09516,RETSAT,"all-trans-retinol 13,14-reductase [EC:1.3.99.23]",ko00830,Retinol metabolism,Metabolism of Cofactors and Vitamins
K09530,DNAJC10,DnaJ homolog subfamily C member 10,ko04141,Protein processing in endoplasmic reticulum,"Folding, Sorting and Degradation"
K09565,PPIF,peptidyl-prolyl isomerase F (cyclophilin D) [EC:5.2.1.8],ko04020,Calcium signaling pathway,Signal Transduction
K09565,PPIF,peptidyl-prolyl isomerase F (cyclophilin D) [EC:5.2.1.8],ko04022,cGMP-PKG signaling pathway,#N/A
K09565,PPIF,peptidyl-prolyl isomerase F (cyclophilin D) [EC:5.2.1.8],ko05012,Parkinson's disease,Neurodegenerative Diseases
K09565,PPIF,peptidyl-prolyl isomerase F (cyclophilin D) [EC:5.2.1.8],ko05016,Huntington's disease,Neurodegenerative Diseases
K09565,PPIF,peptidyl-prolyl isomerase F (cyclophilin D) [EC:5.2.1.8],ko05145,Toxoplasmosis,Infectious Diseases
K09578,PIN1,peptidyl-prolyl cis-trans isomerase NIMA-interacting 1 [EC:5.2.1.8],ko04622,RIG-I-like receptor signaling pathway,Immune System
K09584,"PDIA6, TXNDC7",protein disulfide-isomerase A6 [EC:5.3.4.1],ko04141,Protein processing in endoplasmic reticulum,"Folding, Sorting and Degradation"
K09632,CTRL,chymotrypsin-like protease [EC:3.4.21.-],ko04972,Pancreatic secretion,Digestive System
K09632,CTRL,chymotrypsin-like protease [EC:3.4.21.-],ko04974,Protein digestion and absorption,Digestive System
K09648,IMP2,mitochondrial inner membrane protease subunit 2 [EC:3.4.21.-],ko03060,Protein export,"Folding, Sorting and Degradation"
K09680,coaW,type II pantothenate kinase [EC:2.7.1.33],ko00770,Pantothenate and CoA biosynthesis,Metabolism of Cofactors and Vitamins
K09688,ABC-2.CPSE.P,capsular polysaccharide transport system permease protein,ko02010,ABC transporters,Membrane Transport
K09689,ABC-2.CPSE.A,capsular polysaccharide transport system ATP-binding protein,ko02010,ABC transporters,Membrane Transport
K09690,ABC-2.LPSE.P,lipopolysaccharide transport system permease protein,ko02010,ABC transporters,Membrane Transport
K09691,ABC-2.LPSE.A,lipopolysaccharide transport system ATP-binding protein,ko02010,ABC transporters,Membrane Transport
K09692,tagG,teichoic acid transport system permease protein,ko02010,ABC transporters,Membrane Transport
K09693,tagH,teichoic acid transport system ATP-binding protein [EC:3.6.3.40],ko02010,ABC transporters,Membrane Transport
K09694,nodJ,lipooligosaccharide transport system permease protein,ko02010,ABC transporters,Membrane Transport
K09695,nodI,lipooligosaccharide transport system ATP-binding protein,ko02010,ABC transporters,Membrane Transport
K09696,natB,sodium transport system permease protein,ko02010,ABC transporters,Membrane Transport
K09696,natB,sodium transport system permease protein,ko02020,Two-component system,Signal Transduction
K09697,natA,sodium transport system ATP-binding protein,ko02010,ABC transporters,Membrane Transport
K09697,natA,sodium transport system ATP-binding protein,ko02020,Two-component system,Signal Transduction
K09698,gltX,nondiscriminating glutamyl-tRNA synthetase [EC:6.1.1.24],ko00970,Aminoacyl-tRNA biosynthesis,Translation
K09699,"DBT, bkdB",2-oxoisovalerate dehydrogenase E2 component (dihydrolipoyl transacylase) [EC:2.3.1.168],ko00280,"Valine, leucine and isoleucine degradation",Amino Acid Metabolism
K09709,meh,3-methylfumaryl-CoA hydratase [EC:4.2.1.153],ko00720,Carbon fixation pathways in prokaryotes,Energy Metabolism
K09709,meh,3-methylfumaryl-CoA hydratase [EC:4.2.1.153],ko01200,Carbon metabolism,#N/A
K09722,"K09722, pps",4-phosphopantoate---beta-alanine ligase [EC:6.3.2.36],ko00410,beta-Alanine metabolism,Metabolism of Other Amino Acids
K09722,"K09722, pps",4-phosphopantoate---beta-alanine ligase [EC:6.3.2.36],ko00770,Pantothenate and CoA biosynthesis,Metabolism of Cofactors and Vitamins
K09758,asdA,aspartate 4-decarboxylase [EC:4.1.1.12],ko00250,"Alanine, aspartate and glutamate metabolism",Amino Acid Metabolism
K09758,asdA,aspartate 4-decarboxylase [EC:4.1.1.12],ko00270,Cysteine and methionine metabolism,Amino Acid Metabolism
K09758,asdA,aspartate 4-decarboxylase [EC:4.1.1.12],ko01230,Biosynthesis of amino acids,#N/A
K09759,aspC,nondiscriminating aspartyl-tRNA synthetase [EC:6.1.1.23],ko00970,Aminoacyl-tRNA biosynthesis,Translation
K09789,bioG,biotin synthesis protein BioG,ko00780,Biotin metabolism,Metabolism of Cofactors and Vitamins
K09808,"ABC.LPT.P, lolC, lolE",lipoprotein-releasing system permease protein,ko02010,ABC transporters,Membrane Transport
K09810,"ABC.LPT.A, lolD",lipoprotein-releasing system ATP-binding protein [EC:3.6.3.-],ko02010,ABC transporters,Membrane Transport
K09811,ftsX,cell division transport system permease protein,ko02010,ABC transporters,Membrane Transport
K09812,ftsE,cell division transport system ATP-binding protein,ko02010,ABC transporters,Membrane Transport
K09813,hrtB,hemin transport system permease protein,ko02010,ABC transporters,Membrane Transport
K09814,hrtA,hemin transport system ATP-binding protein [EC:3.6.3.-],ko02010,ABC transporters,Membrane Transport
K09815,znuA,zinc transport system substrate-binding protein,ko02010,ABC transporters,Membrane Transport
K09816,znuB,zinc transport system permease protein,ko02010,ABC transporters,Membrane Transport
K09817,znuC,zinc transport system ATP-binding protein [EC:3.6.3.-],ko02010,ABC transporters,Membrane Transport
K09828,DHCR24,delta24-sterol reductase [EC:1.3.1.72],ko00100,Steroid biosynthesis,Lipid Metabolism
K09829,ERG2,C-8 sterol isomerase [EC:5.-.-.-],ko00100,Steroid biosynthesis,Lipid Metabolism
K09833,"HPT, HGGT, ubiA",homogentisate phytyltransferase / homogentisate geranylgeranyltransferase [EC:2.5.1.115 2.5.1.116],ko00130,Ubiquinone and other terpenoid-quinone biosynthesis,Metabolism of Cofactors and Vitamins
K09834,"VTE1, SXD1",tocopherol cyclase [EC:5.5.1.24],ko00130,Ubiquinone and other terpenoid-quinone biosynthesis,Metabolism of Cofactors and Vitamins
K09835,"crtISO, crtH",prolycopene isomerase [EC:5.2.1.13],ko00906,Carotenoid biosynthesis,Metabolism of Terpenoids and Polyketides
K09836,crtW,beta-carotene ketolase (CrtW type),ko00906,Carotenoid biosynthesis,Metabolism of Terpenoids and Polyketides
K09841,ABA2,xanthoxin dehydrogenase [EC:1.1.1.288],ko00906,Carotenoid biosynthesis,Metabolism of Terpenoids and Polyketides
K09844,crtC,"carotenoid 1,2-hydratase [EC:4.2.1.131]",ko00906,Carotenoid biosynthesis,Metabolism of Terpenoids and Polyketides
K09845,crtD,"1-hydroxycarotenoid 3,4-desaturase [EC:1.3.99.27]",ko00906,Carotenoid biosynthesis,Metabolism of Terpenoids and Polyketides
K09846,crtF,demethylspheroidene O-methyltransferase [EC:2.1.1.210],ko00906,Carotenoid biosynthesis,Metabolism of Terpenoids and Polyketides
K09847,crtA,spheroidene monooxygenase [EC:1.14.15.9],ko00906,Carotenoid biosynthesis,Metabolism of Terpenoids and Polyketides
K09865,AQP2,aquaporin-2,ko04962,Vasopressin-regulated water reabsorption,Excretory System
K09866,AQP4,aquaporin-4,ko04962,Vasopressin-regulated water reabsorption,Excretory System
K09866,AQP4,aquaporin-4,ko04976,Bile secretion,Digestive System
K09879,crtU,isorenieratene synthase,ko00906,Carotenoid biosynthesis,Metabolism of Terpenoids and Polyketides
K09880,"mtnC, ENOPH1",enolase-phosphatase E1 [EC:3.1.3.77],ko00270,Cysteine and methionine metabolism,Amino Acid Metabolism
K09882,cobS,cobaltochelatase CobS [EC:6.6.1.2],ko00860,Porphyrin and chlorophyll metabolism,Metabolism of Cofactors and Vitamins
K09883,cobT,cobaltochelatase CobT [EC:6.6.1.2],ko00860,Porphyrin and chlorophyll metabolism,Metabolism of Cofactors and Vitamins
K09887,E3.5.4.30,dCTP deaminase (dUMP-forming) [EC:3.5.4.30],ko00240,Pyrimidine metabolism,Nucleotide Metabolism
K09903,pyrH,uridylate kinase [EC:2.7.4.22],ko00240,Pyrimidine metabolism,Nucleotide Metabolism
K09969,"aapJ, bztA",general L-amino acid transport system substrate-binding protein,ko02010,ABC transporters,Membrane Transport
K09970,"aapQ, bztB",general L-amino acid transport system permease protein,ko02010,ABC transporters,Membrane Transport
K09971,"aapM, bztC",general L-amino acid transport system permease protein,ko02010,ABC transporters,Membrane Transport
K09972,"aapP, bztD",general L-amino acid transport system ATP-binding protein [EC:3.6.3.-],ko02010,ABC transporters,Membrane Transport
K09996,artJ,arginine transport system substrate-binding protein,ko02010,ABC transporters,Membrane Transport
K09997,artI,arginine transport system substrate-binding protein,ko02010,ABC transporters,Membrane Transport
K09998,artM,arginine transport system permease protein,ko02010,ABC transporters,Membrane Transport
K09999,artQ,arginine transport system permease protein,ko02010,ABC transporters,Membrane Transport
K10000,artP,arginine transport system ATP-binding protein [EC:3.6.3.-],ko02010,ABC transporters,Membrane Transport
K10001,"gltI, aatJ",glutamate/aspartate transport system substrate-binding protein,ko02010,ABC transporters,Membrane Transport
K10001,"gltI, aatJ",glutamate/aspartate transport system substrate-binding protein,ko02020,Two-component system,Signal Transduction
K10002,"gltK, aatM",glutamate/aspartate transport system permease protein,ko02010,ABC transporters,Membrane Transport
K10002,"gltK, aatM",glutamate/aspartate transport system permease protein,ko02020,Two-component system,Signal Transduction
K10003,"gltJ, aatQ",glutamate/aspartate transport system permease protein,ko02010,ABC transporters,Membrane Transport
K10003,"gltJ, aatQ",glutamate/aspartate transport system permease protein,ko02020,Two-component system,Signal Transduction
K10004,"gltL, aatP",glutamate/aspartate transport system ATP-binding protein [EC:3.6.3.-],ko02010,ABC transporters,Membrane Transport
K10004,"gltL, aatP",glutamate/aspartate transport system ATP-binding protein [EC:3.6.3.-],ko02020,Two-component system,Signal Transduction
K10005,gluB,glutamate transport system substrate-binding protein,ko02010,ABC transporters,Membrane Transport
K10006,gluC,glutamate transport system permease protein,ko02010,ABC transporters,Membrane Transport
K10007,gluD,glutamate transport system permease protein,ko02010,ABC transporters,Membrane Transport
K10008,gluA,glutamate transport system ATP-binding protein [EC:3.6.3.-],ko02010,ABC transporters,Membrane Transport
K10009,ABC.CYST.P,cystine transport system permease protein,ko02010,ABC transporters,Membrane Transport
K10010,ABC.CYST.A,cystine transport system ATP-binding protein [EC:3.6.3.-],ko02010,ABC transporters,Membrane Transport
K10011,"arnA, pmrI",UDP-4-amino-4-deoxy-L-arabinose formyltransferase / UDP-glucuronic acid dehydrogenase (UDP-4-keto-hexauronic acid decarboxylating) [EC:2.1.2.13 1.1.1.305],ko00520,Amino sugar and nucleotide sugar metabolism,Carbohydrate Metabolism
K10012,"arnC, pmrF",undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase [EC:2.4.2.53],ko00520,Amino sugar and nucleotide sugar metabolism,Carbohydrate Metabolism
K10013,"ABC.ARG.S, argT",lysine/arginine/ornithine transport system substrate-binding protein,ko02010,ABC transporters,Membrane Transport
K10014,hisJ,histidine transport system substrate-binding protein,ko02010,ABC transporters,Membrane Transport
K10015,hisM,histidine transport system permease protein,ko02010,ABC transporters,Membrane Transport
K10016,hisQ,histidine transport system permease protein,ko02010,ABC transporters,Membrane Transport
K10017,hisP,histidine transport system ATP-binding protein [EC:3.6.3.21],ko02010,ABC transporters,Membrane Transport
K10018,"occT, nocT",octopine/nopaline transport system substrate-binding protein,ko02010,ABC transporters,Membrane Transport
K10019,"occM, nocM",octopine/nopaline transport system permease protein,ko02010,ABC transporters,Membrane Transport
K10020,"occQ, nocQ",octopine/nopaline transport system permease protein,ko02010,ABC transporters,Membrane Transport
K10021,"occP, nocP",octopine/nopaline transport system ATP-binding protein [EC:3.6.3.-],ko02010,ABC transporters,Membrane Transport
K10022,aotJ,arginine/ornithine transport system substrate-binding protein,ko02010,ABC transporters,Membrane Transport
K10023,aotM,arginine/ornithine transport system permease protein,ko02010,ABC transporters,Membrane Transport
K10024,aotQ,arginine/ornithine transport system permease protein,ko02010,ABC transporters,Membrane Transport
K10025,aotP,arginine/ornithine transport system ATP-binding protein [EC:3.6.3.-],ko02010,ABC transporters,Membrane Transport
K10026,queE,7-carboxy-7-deazaguanine synthase [EC:4.3.99.3],ko00790,Folate biosynthesis,Metabolism of Cofactors and Vitamins
K10027,crtI,phytoene desaturase [EC:1.3.99.26 1.3.99.28 1.3.99.29 1.3.99.31],ko00906,Carotenoid biosynthesis,Metabolism of Terpenoids and Polyketides
K10036,glnH,glutamine transport system substrate-binding protein,ko02010,ABC transporters,Membrane Transport
K10037,glnP,glutamine transport system permease protein,ko02010,ABC transporters,Membrane Transport
K10038,glnQ,glutamine transport system ATP-binding protein [EC:3.6.3.-],ko02010,ABC transporters,Membrane Transport
K10039,ABC.GLN1.S,putative glutamine transport system substrate-binding protein,ko02010,ABC transporters,Membrane Transport
K10040,ABC.GLN1.P,putative glutamine transport system permease protein,ko02010,ABC transporters,Membrane Transport
K10041,ABC.GLN1.A,putative glutamine transport system ATP-binding protein [EC:3.6.3.-],ko02010,ABC transporters,Membrane Transport
K10046,GME,"GDP-D-mannose 3', 5'-epimerase [EC:5.1.3.18 5.1.3.-]",ko00053,Ascorbate and aldarate metabolism,Carbohydrate Metabolism
K10046,GME,"GDP-D-mannose 3', 5'-epimerase [EC:5.1.3.18 5.1.3.-]",ko00520,Amino sugar and nucleotide sugar metabolism,Carbohydrate Metabolism
K10047,VTC4,inositol-phosphate phosphatase / L-galactose 1-phosphate phosphatase [EC:3.1.3.25 3.1.3.93],ko00053,Ascorbate and aldarate metabolism,Carbohydrate Metabolism
K10047,VTC4,inositol-phosphate phosphatase / L-galactose 1-phosphate phosphatase [EC:3.1.3.25 3.1.3.93],ko00562,Inositol phosphate metabolism,Carbohydrate Metabolism
K10047,VTC4,inositol-phosphate phosphatase / L-galactose 1-phosphate phosphatase [EC:3.1.3.25 3.1.3.93],ko04070,Phosphatidylinositol signaling system,Signal Transduction
K10084,EDEM1,"ER degradation enhancer, mannosidase alpha-like 1",ko04141,Protein processing in endoplasmic reticulum,"Folding, Sorting and Degradation"
K10094,cbiK,nickel transport protein,ko02010,ABC transporters,Membrane Transport
K10107,ABC-2.CPSE.P1,capsular polysaccharide transport system permease protein,ko02010,ABC transporters,Membrane Transport
K10108,malE,maltose/maltodextrin transport system substrate-binding protein,ko02010,ABC transporters,Membrane Transport
K10108,malE,maltose/maltodextrin transport system substrate-binding protein,ko02030,Bacterial chemotaxis,Cell Motility
K10109,malF,maltose/maltodextrin transport system permease protein,ko02010,ABC transporters,Membrane Transport
K10110,malG,maltose/maltodextrin transport system permease protein,ko02010,ABC transporters,Membrane Transport
K10111,"malK, mtlK, thuK",multiple sugar transport system ATP-binding protein [EC:3.6.3.-],ko02010,ABC transporters,Membrane Transport
K10112,"msmX, msmK, malK, sugC, ggtA, msiK",multiple sugar transport system ATP-binding protein,ko02010,ABC transporters,Membrane Transport
